genome,completeness,contamination,strain_heterogeneity,length,N50
Aluwihare_DNA7_bin.196.fa,63.7,0.07,100.0,4669635,4486
Aluwihare_DNA7_bin.199.fa,45.45,0.0,0.0,431110,137151
Aluwihare_DNA7_bin.2.fa,25.64,0.0,0.0,283831,35371
Aluwihare_DNA7_bin.20.fa,36.2,1.34,0.0,1482021,2459
Aluwihare_DNA7_bin.201.fa,91.82,1.82,0.0,1936784,208553
Aluwihare_DNA7_bin.203.fa,81.56,0.86,0.0,1467874,50060
Aluwihare_DNA7_bin.204.fa,46.55,3.45,50.0,876654,4922
Aluwihare_DNA7_bin.205.fa,54.66,0.0,0.0,1441473,6815
Aluwihare_DNA7_bin.206.fa,92.0,2.21,25.0,2243661,42156
Aluwihare_DNA7_bin.207.fa,0.0,0.0,0.0,279726,20743
Aluwihare_DNA7_bin.208.fa,78.16,4.7,40.0,3858754,13596
Aluwihare_DNA7_bin.209.fa,58.79,1.3,0.0,831251,28009
Aluwihare_DNA7_bin.210.fa,6.78,0.5,0.0,478177,298969
Aluwihare_DNA7_bin.211.fa,45.14,0.0,0.0,541637,10584
Aluwihare_DNA7_bin.212.fa,94.46,1.95,33.33,1765116,42795
Aluwihare_DNA7_bin.213.fa,0.86,0.0,0.0,300182,294959
Aluwihare_DNA7_bin.215.fa,87.25,1.74,0.0,2181836,8598
Aluwihare_DNA7_bin.217.fa,73.56,3.08,50.0,3513024,5569
Aluwihare_DNA7_bin.218.fa,73.5,5.66,70.59,1122111,6082
Aluwihare_DNA7_bin.22.fa,83.3,3.68,55.56,2314929,6080
Aluwihare_DNA7_bin.220.fa,88.42,0.14,33.33,1571464,18331
Aluwihare_DNA7_bin.222.fa,91.38,6.17,0.0,2717726,13360
Aluwihare_DNA7_bin.224.fa,80.31,1.71,50.0,2003770,11937
Aluwihare_DNA7_bin.225.fa,97.49,0.88,100.0,2188976,106157
Aluwihare_DNA7_bin.226.fa,91.45,0.43,0.0,2227766,38086
Aluwihare_DNA7_bin.228.fa,0.0,0.0,0.0,224529,86779
Aluwihare_DNA7_bin.229.fa,31.6,5.54,22.22,1509571,1454
Aluwihare_DNA7_bin.23.fa,0.0,0.0,0.0,202702,5756
Aluwihare_DNA7_bin.230.fa,62.07,1.72,100.0,1407706,6759
Aluwihare_DNA7_bin.232.fa,99.32,4.05,16.67,3042985,35744
Aluwihare_DNA7_bin.233.fa,75.06,1.38,33.33,1850534,15036
Aluwihare_DNA7_bin.234.fa,76.55,0.0,0.0,984205,17439
Aluwihare_DNA7_bin.236.fa,77.43,6.02,0.0,1679468,6963
Aluwihare_DNA7_bin.239.fa,93.88,4.99,55.56,3770861,10600
Aluwihare_DNA7_bin.24.fa,0.0,0.0,0.0,236381,5471
Aluwihare_DNA7_bin.241.fa,72.73,1.73,20.0,1960374,7481
Aluwihare_DNA7_bin.243.fa,72.98,5.13,0.0,2505257,9682
Aluwihare_DNA7_bin.245.fa,76.99,1.34,50.0,1410073,30357
Aluwihare_DNA7_bin.246.fa,0.0,0.0,0.0,280788,13668
Aluwihare_DNA7_bin.247.fa,91.36,1.28,0.0,2096086,22166
Aluwihare_DNA7_bin.248.fa,51.2,2.02,6.25,3719471,3506
Aluwihare_DNA7_bin.249.fa,77.43,3.86,35.71,1496247,11356
Aluwihare_DNA7_bin.250.fa,0.0,0.0,0.0,746052,2450
Aluwihare_DNA7_bin.251.fa,89.75,0.34,50.0,2332315,12505
Aluwihare_DNA7_bin.253.fa,0.0,0.0,0.0,307779,30463
Aluwihare_DNA7_bin.255.fa,2.11,0.43,0.0,212647,11158
Aluwihare_DNA7_bin.257.fa,51.5,2.76,0.0,934760,11508
Aluwihare_DNA7_bin.258.fa,75.95,0.26,100.0,1072626,8873
Aluwihare_DNA7_bin.26.fa,75.12,6.52,34.78,3233846,7093
Aluwihare_DNA7_bin.260.fa,72.92,0.0,0.0,1752348,14089
Aluwihare_DNA7_bin.262.fa,46.43,3.45,25.0,807132,3785
Aluwihare_DNA7_bin.264.fa,0.0,0.0,0.0,216324,19479
Aluwihare_DNA7_bin.265.fa,78.99,0.87,50.0,1137019,4991
Aluwihare_DNA7_bin.266.fa,61.05,0.99,0.0,749127,9849
Aluwihare_DNA7_bin.268.fa,95.85,1.87,0.0,3310461,43417
Aluwihare_DNA7_bin.269.fa,21.63,0.0,0.0,1362327,13448
Aluwihare_DNA7_bin.270.fa,56.03,1.72,50.0,1364888,10690
Aluwihare_DNA7_bin.272.fa,61.21,0.0,0.0,991216,6774
Aluwihare_DNA7_bin.273.fa,62.23,1.79,0.0,2568910,3834
Aluwihare_DNA7_bin.274.fa,38.85,4.31,100.0,1333568,2795
Aluwihare_DNA7_bin.276.fa,88.52,0.57,100.0,5802683,6260
Aluwihare_DNA7_bin.279.fa,18.79,0.92,50.0,672961,1979
Aluwihare_DNA7_bin.281.fa,1.73,0.0,0.0,468860,36635
Aluwihare_DNA7_bin.283.fa,57.31,1.57,16.67,1147986,2841
Aluwihare_DNA7_bin.284.fa,84.63,1.47,0.0,1982499,6721
Aluwihare_DNA7_bin.285.fa,0.0,0.0,0.0,347967,5216
Aluwihare_DNA7_bin.287.fa,6.25,6.48,0.0,302107,8693
Aluwihare_DNA7_bin.288.fa,92.36,1.28,0.0,2183753,74783
Aluwihare_DNA7_bin.289.fa,0.0,0.0,0.0,334590,3285
Aluwihare_DNA7_bin.29.fa,2.91,0.0,0.0,471684,25644
Aluwihare_DNA7_bin.290.fa,72.28,1.71,100.0,1925391,6284
Aluwihare_DNA7_bin.291.fa,17.24,3.45,50.0,310351,2558
Aluwihare_DNA7_bin.292.fa,90.0,1.68,0.0,2777497,82689
Aluwihare_DNA7_bin.293.fa,0.0,0.0,0.0,234579,234579
Aluwihare_DNA7_bin.295.fa,29.66,0.0,0.0,633214,2843
Aluwihare_DNA7_bin.297.fa,58.44,0.0,0.0,391528,7854
Aluwihare_DNA7_bin.298.fa,0.0,0.0,0.0,321211,35091
Aluwihare_DNA7_bin.3.fa,37.93,3.45,0.0,561085,2718
Aluwihare_DNA7_bin.30.fa,92.74,1.28,0.0,2121633,72121
Aluwihare_DNA7_bin.301.fa,4.91,0.5,0.0,361110,12549
Aluwihare_DNA7_bin.303.fa,64.26,2.89,33.33,1230982,4067
Aluwihare_DNA7_bin.305.fa,61.78,6.24,35.48,3313197,3632
Aluwihare_DNA7_bin.307.fa,66.94,8.58,6.45,2160258,3071
Aluwihare_DNA7_bin.308.fa,35.44,0.97,0.0,818574,10982
Aluwihare_DNA7_bin.311.fa,4.91,0.5,0.0,418302,13752
Aluwihare_DNA7_bin.313.fa,19.51,0.0,0.0,548039,2095
Aluwihare_DNA7_bin.315.fa,4.91,0.43,0.0,350846,4672
Aluwihare_DNA7_bin.316.fa,31.66,0.0,0.0,221837,25308
Aluwihare_DNA7_bin.317.fa,4.17,0.0,0.0,220577,4294
Aluwihare_DNA7_bin.318.fa,57.07,0.0,0.0,972151,2896
Aluwihare_DNA7_bin.32.fa,69.3,3.42,50.0,1004994,3317
Aluwihare_DNA7_bin.320.fa,53.56,9.73,4.35,2030240,2425
Aluwihare_DNA7_bin.322.fa,0.0,0.0,0.0,226705,6484
Aluwihare_DNA7_bin.323.fa,63.92,1.09,66.67,2362979,4931
Aluwihare_DNA7_bin.324.fa,30.19,4.25,60.0,1648622,2185
Aluwihare_DNA7_bin.326.fa,87.68,2.56,0.0,2760076,6206
Aluwihare_DNA7_bin.329.fa,51.99,1.12,0.0,490766,4987
Aluwihare_DNA7_bin.330.fa,0.0,0.0,0.0,282815,154059
Aluwihare_DNA7_bin.332.fa,84.87,5.14,30.0,2472988,6599
Aluwihare_DNA7_bin.334.fa,70.27,8.54,69.23,2555824,4900
Aluwihare_DNA7_bin.335.fa,85.38,2.14,0.0,1763473,51210
Aluwihare_DNA7_bin.336.fa,50.06,2.56,0.0,1018074,2459
Aluwihare_DNA7_bin.337.fa,19.12,0.0,0.0,500337,2511
Aluwihare_DNA7_bin.338.fa,19.06,0.0,0.0,1310221,1814
Aluwihare_DNA7_bin.339.fa,72.57,0.0,0.0,1029377,6886
Aluwihare_DNA7_bin.34.fa,44.68,1.77,0.0,2324156,2755
Aluwihare_DNA7_bin.340.fa,61.3,1.28,0.0,829821,13599
Aluwihare_DNA7_bin.341.fa,0.0,0.0,0.0,265870,168067
Aluwihare_DNA7_bin.343.fa,77.19,5.97,14.29,3687739,4070
Aluwihare_DNA7_bin.345.fa,4.31,0.0,0.0,200711,2633
Aluwihare_DNA7_bin.347.fa,36.6,9.07,0.0,3195128,1925
Aluwihare_DNA7_bin.348.fa,19.62,0.86,0.0,624190,2257
Aluwihare_DNA7_bin.35.fa,31.36,0.0,0.0,353075,5362
Aluwihare_DNA7_bin.351.fa,0.0,0.0,0.0,948616,6696
Aluwihare_DNA7_bin.353.fa,19.82,0.0,0.0,218180,3588
Aluwihare_DNA7_bin.356.fa,38.83,1.16,50.0,1617207,2242
Aluwihare_DNA7_bin.357.fa,27.05,4.31,0.0,1611325,1451
Aluwihare_DNA7_bin.358.fa,37.07,5.17,0.0,1119869,2118
Aluwihare_DNA7_bin.36.fa,19.11,0.86,0.0,537678,2000
Aluwihare_DNA7_bin.360.fa,0.0,0.0,0.0,317483,7034
Aluwihare_DNA7_bin.361.fa,60.68,0.0,0.0,797824,4084
Aluwihare_DNA7_bin.362.fa,98.51,1.49,0.0,5051038,48017
Aluwihare_DNA7_bin.363.fa,0.0,0.0,0.0,348863,38788
Aluwihare_DNA7_bin.364.fa,0.0,0.0,0.0,200938,2698
Aluwihare_DNA7_bin.366.fa,0.0,0.0,0.0,256095,26415
Aluwihare_DNA7_bin.369.fa,0.0,0.0,0.0,270217,32459
Aluwihare_DNA7_bin.370.fa,0.0,0.0,0.0,314098,7337
Aluwihare_DNA7_bin.372.fa,17.75,0.0,0.0,241522,4114
Aluwihare_DNA7_bin.374.fa,0.0,0.0,0.0,661993,9222
Aluwihare_DNA7_bin.375.fa,55.69,0.0,0.0,407974,4711
Aluwihare_DNA7_bin.376.fa,0.0,0.0,0.0,314811,2341
Aluwihare_DNA7_bin.377.fa,50.62,5.16,0.0,1845970,2835
Aluwihare_DNA7_bin.378.fa,15.99,0.0,0.0,407918,1958
Aluwihare_DNA7_bin.379.fa,60.2,0.0,0.0,676672,37952
Aluwihare_DNA7_bin.38.fa,4.17,0.0,0.0,626825,3129
Aluwihare_DNA7_bin.381.fa,27.59,1.72,0.0,266310,3088
Aluwihare_DNA7_bin.383.fa,58.78,1.72,100.0,1942764,3784
Aluwihare_DNA7_bin.385.fa,18.34,0.0,0.0,489486,2180
Aluwihare_DNA7_bin.387.fa,20.17,4.66,100.0,1030167,2232
Aluwihare_DNA7_bin.388.fa,0.0,0.0,0.0,201301,10483
Aluwihare_DNA7_bin.39.fa,0.0,0.0,0.0,602867,2811
Aluwihare_DNA7_bin.391.fa,2.91,0.0,0.0,478187,58952
Aluwihare_DNA7_bin.393.fa,54.31,0.0,0.0,1462802,15166
Aluwihare_DNA7_bin.395.fa,18.78,0.0,0.0,584112,2107
Aluwihare_DNA7_bin.396.fa,44.02,0.49,100.0,1779254,2417
Aluwihare_DNA7_bin.397.fa,92.07,1.28,0.0,5140120,9032
Aluwihare_DNA7_bin.398.fa,4.31,0.0,0.0,343184,6855
Aluwihare_DNA7_bin.40.fa,57.62,2.57,25.0,2276925,3377
Aluwihare_DNA7_bin.401.fa,35.52,0.0,0.0,867578,3283
Aluwihare_DNA7_bin.402.fa,40.17,9.25,2.38,3023356,1833
Aluwihare_DNA7_bin.403.fa,59.06,2.42,25.0,2226942,4797
Aluwihare_DNA7_bin.405.fa,64.86,0.96,33.33,1135454,4656
Aluwihare_DNA7_bin.408.fa,26.79,2.59,50.0,687180,2210
Aluwihare_DNA7_bin.41.fa,82.07,0.0,0.0,2055226,35961
Aluwihare_DNA7_bin.411.fa,10.27,0.16,100.0,578945,2249
Aluwihare_DNA7_bin.413.fa,12.07,0.0,0.0,770020,2638
Aluwihare_DNA7_bin.414.fa,0.0,0.0,0.0,212957,186931
Aluwihare_DNA7_bin.415.fa,0.0,0.0,0.0,237455,122847
Aluwihare_DNA7_bin.417.fa,0.0,0.0,0.0,250024,2094
Aluwihare_DNA7_bin.418.fa,74.88,6.94,33.33,2736364,11469
Aluwihare_DNA7_bin.419.fa,91.16,0.36,14.29,1589526,14460
Aluwihare_DNA7_bin.42.fa,97.8,4.66,14.29,2645552,60487
Aluwihare_DNA7_bin.420.fa,0.0,0.0,0.0,262161,15775
Aluwihare_DNA7_bin.421.fa,90.01,1.33,83.33,1508577,9433
Aluwihare_DNA7_bin.422.fa,57.6,6.05,0.0,430289,8804
Aluwihare_DNA7_bin.426.fa,70.69,1.71,100.0,1103316,5853
Aluwihare_DNA7_bin.429.fa,3.51,0.58,0.0,442479,9469
Aluwihare_DNA7_bin.43.fa,85.51,1.14,0.0,4242549,56179
Aluwihare_DNA7_bin.430.fa,0.0,0.0,0.0,243489,7089
Aluwihare_DNA7_bin.434.fa,52.51,0.0,0.0,1187217,5552
Aluwihare_DNA7_bin.435.fa,59.66,0.85,0.0,665926,14804
Aluwihare_DNA7_bin.436.fa,0.0,0.0,0.0,324687,4208
Aluwihare_DNA7_bin.437.fa,94.22,4.73,12.5,1784478,14021
Aluwihare_DNA7_bin.438.fa,23.85,0.0,0.0,305175,5313
Aluwihare_DNA7_bin.441.fa,56.38,1.72,100.0,715134,3531
Aluwihare_DNA7_bin.442.fa,14.36,0.0,0.0,480562,2295
Aluwihare_DNA7_bin.443.fa,34.66,3.45,50.0,738144,2705
Aluwihare_DNA7_bin.447.fa,0.0,0.0,0.0,295433,2256
Aluwihare_DNA7_bin.448.fa,10.52,0.0,0.0,250710,3977
Aluwihare_DNA7_bin.45.fa,42.89,1.28,0.0,1005580,2959
Aluwihare_DNA7_bin.451.fa,26.65,0.0,0.0,225988,6656
Aluwihare_DNA7_bin.47.fa,14.66,0.0,0.0,950608,5043
Aluwihare_DNA7_bin.5.fa,2.59,0.0,0.0,221420,3905
Aluwihare_DNA7_bin.51.fa,87.01,2.56,0.0,2771122,5908
Aluwihare_DNA7_bin.53.fa,0.0,0.0,0.0,420010,16221
Aluwihare_DNA7_bin.55.fa,69.65,3.8,86.67,1292496,8321
Aluwihare_DNA7_bin.56.fa,97.06,7.58,0.0,2982452,21680
Aluwihare_DNA7_bin.57.fa,1.47,0.0,0.0,294648,3810
Aluwihare_DNA7_bin.58.fa,50.11,0.22,0.0,346831,3428
Aluwihare_DNA7_bin.59.fa,38.1,4.7,66.67,1709637,2340
Aluwihare_DNA7_bin.60.fa,2.97,0.0,0.0,439868,439868
Aluwihare_DNA7_bin.62.fa,59.59,0.0,0.0,571169,18593
Aluwihare_DNA7_bin.63.fa,79.51,7.1,5.88,2522735,4138
Aluwihare_DNA7_bin.64.fa,0.0,0.0,0.0,264091,4036
Aluwihare_DNA7_bin.66.fa,97.41,0.0,0.0,1759135,86654
Aluwihare_DNA7_bin.69.fa,4.21,0.0,0.0,449424,4222
Aluwihare_DNA7_bin.7.fa,17.16,1.72,100.0,210651,4642
Aluwihare_DNA7_bin.70.fa,85.38,4.46,25.0,2044477,16721
Aluwihare_DNA7_bin.72.fa,45.86,0.0,0.0,1026834,6976
Aluwihare_DNA7_bin.74.fa,34.48,2.04,0.0,1225456,3102
Aluwihare_DNA7_bin.75.fa,35.34,5.17,100.0,700672,2608
Aluwihare_DNA7_bin.76.fa,12.28,3.51,50.0,358520,3486
Aluwihare_DNA7_bin.78.fa,48.51,0.0,0.0,450311,17826
Aluwihare_DNA7_bin.79.fa,8.33,0.0,0.0,931215,2349
Aluwihare_DNA7_bin.8.fa,14.81,0.47,0.0,885504,1493
Aluwihare_DNA7_bin.80.fa,18.97,0.0,0.0,1411535,2185
Aluwihare_DNA7_bin.81.fa,90.66,3.38,11.11,2042724,12501
Aluwihare_DNA7_bin.82.fa,58.09,0.0,0.0,675449,403913
Aluwihare_DNA7_bin.83.fa,0.0,0.0,0.0,207375,7511
Aluwihare_DNA7_bin.85.fa,0.0,0.0,0.0,366654,3611
Aluwihare_DNA7_bin.87.fa,58.83,8.93,46.67,1088583,3535
Aluwihare_DNA7_bin.88.fa,0.0,0.0,0.0,333745,4972
Aluwihare_DNA7_bin.91.fa,3.38,0.0,0.0,336349,4061
Aluwihare_DNA7_bin.93.fa,7.76,1.72,0.0,486097,2923
Aluwihare_DNA7_bin.94.fa,28.52,0.0,0.0,263545,2477
Aluwihare_DNA7_bin.95.fa,28.92,3.45,0.0,838572,2345
Aluwihare_DNA7_bin.96.fa,1.1,0.0,0.0,1163030,2930
Aluwihare_DNA7_bin.97.fa,46.61,2.2,50.0,905805,2390
Aluwihare_DNA7_bin.98.fa,0.86,0.0,0.0,528606,2489
Aluwihare_DNA7_bin.99.fa,80.77,1.44,28.57,2778497,17052
Aluwihare_DNA8_bin.1.fa,23.28,0.0,0.0,686839,2405
Aluwihare_DNA8_bin.101.fa,0.0,0.0,0.0,223922,137143
Aluwihare_DNA8_bin.103.fa,83.93,2.14,33.33,1946476,5442
Aluwihare_DNA8_bin.106.fa,87.18,4.69,25.0,3702135,5831
Aluwihare_DNA8_bin.107.fa,0.0,0.0,0.0,246067,5577
Aluwihare_DNA8_bin.108.fa,0.0,0.0,0.0,299168,50938
Aluwihare_DNA8_bin.11.fa,79.31,4.1,9.09,1478790,4711
Aluwihare_DNA8_bin.110.fa,35.89,3.41,55.56,1061120,2638
Aluwihare_DNA8_bin.111.fa,0.0,0.0,0.0,214492,7348
Aluwihare_DNA8_bin.113.fa,68.8,2.56,60.0,2312689,4303
Aluwihare_DNA8_bin.115.fa,53.58,1.3,33.33,803971,5174
Aluwihare_DNA8_bin.118.fa,0.73,0.57,100.0,1578040,3711
Aluwihare_DNA8_bin.120.fa,95.85,1.87,0.0,3784407,44572
Aluwihare_DNA8_bin.122.fa,66.1,1.16,100.0,3816980,3538
Aluwihare_DNA8_bin.124.fa,88.46,3.92,50.0,2405029,8689
Aluwihare_DNA8_bin.125.fa,70.12,0.47,33.33,2415537,11415
Aluwihare_DNA8_bin.126.fa,7.26,0.0,0.0,265600,11805
Aluwihare_DNA8_bin.127.fa,10.53,0.0,0.0,408657,2638
Aluwihare_DNA8_bin.13.fa,57.09,4.23,57.14,3053653,3905
Aluwihare_DNA8_bin.131.fa,26.72,0.0,0.0,591794,2168
Aluwihare_DNA8_bin.132.fa,51.69,0.77,100.0,1068110,7090
Aluwihare_DNA8_bin.133.fa,0.0,0.0,0.0,209980,4610
Aluwihare_DNA8_bin.134.fa,68.26,0.16,0.0,1803639,18708
Aluwihare_DNA8_bin.139.fa,0.0,0.0,0.0,208402,10125
Aluwihare_DNA8_bin.141.fa,90.15,2.98,71.43,2456207,12213
Aluwihare_DNA8_bin.143.fa,79.47,3.55,22.22,1767368,6058
Aluwihare_DNA8_bin.145.fa,74.7,1.21,33.33,1520963,9298
Aluwihare_DNA8_bin.146.fa,8.33,0.0,0.0,311640,2330
Aluwihare_DNA8_bin.147.fa,0.0,0.0,0.0,293028,16829
Aluwihare_DNA8_bin.148.fa,1.73,0.0,0.0,268698,36882
Aluwihare_DNA8_bin.15.fa,42.24,0.0,0.0,805831,4153
Aluwihare_DNA8_bin.150.fa,0.0,0.0,0.0,266814,2955
Aluwihare_DNA8_bin.151.fa,4.17,0.0,0.0,415777,25934
Aluwihare_DNA8_bin.153.fa,93.5,1.28,0.0,2246791,37379
Aluwihare_DNA8_bin.155.fa,3.98,0.5,0.0,488743,18855
Aluwihare_DNA8_bin.157.fa,4.17,0.0,0.0,219177,2148
Aluwihare_DNA8_bin.16.fa,74.74,2.38,0.0,2970419,4847
Aluwihare_DNA8_bin.160.fa,85.56,0.0,0.0,1164967,20128
Aluwihare_DNA8_bin.162.fa,90.29,0.74,33.33,1553573,17989
Aluwihare_DNA8_bin.164.fa,0.0,0.0,0.0,233351,5975
Aluwihare_DNA8_bin.166.fa,97.41,1.18,0.0,1664034,34277
Aluwihare_DNA8_bin.167.fa,76.68,0.0,0.0,1035937,19899
Aluwihare_DNA8_bin.168.fa,0.0,0.0,0.0,207444,202226
Aluwihare_DNA8_bin.169.fa,94.02,2.14,0.0,2138756,61256
Aluwihare_DNA8_bin.17.fa,56.98,0.0,0.0,663367,9298
Aluwihare_DNA8_bin.170.fa,0.0,0.0,0.0,433603,126776
Aluwihare_DNA8_bin.171.fa,54.39,0.0,0.0,575925,4584
Aluwihare_DNA8_bin.172.fa,82.08,2.61,53.33,3019084,16408
Aluwihare_DNA8_bin.173.fa,93.22,0.84,0.0,3003264,68165
Aluwihare_DNA8_bin.176.fa,0.0,0.0,0.0,306522,288540
Aluwihare_DNA8_bin.179.fa,60.68,0.14,0.0,764143,10217
Aluwihare_DNA8_bin.18.fa,77.48,4.23,94.12,2817144,14502
Aluwihare_DNA8_bin.181.fa,0.0,0.0,0.0,254901,10987
Aluwihare_DNA8_bin.183.fa,26.72,4.31,33.33,1583123,2714
Aluwihare_DNA8_bin.185.fa,49.45,0.0,0.0,301558,4751
Aluwihare_DNA8_bin.186.fa,57.95,0.0,0.0,656946,16123
Aluwihare_DNA8_bin.187.fa,92.47,1.25,0.0,2175929,129531
Aluwihare_DNA8_bin.188.fa,36.46,1.72,0.0,439151,10719
Aluwihare_DNA8_bin.190.fa,0.0,0.0,0.0,234579,234579
Aluwihare_DNA8_bin.191.fa,45.85,0.0,0.0,1366222,3572
Aluwihare_DNA8_bin.193.fa,6.78,0.5,0.0,478385,70429
Aluwihare_DNA8_bin.195.fa,92.66,2.24,25.0,2230730,44612
Aluwihare_DNA8_bin.197.fa,74.18,2.67,40.0,5326637,6749
Aluwihare_DNA8_bin.198.fa,46.46,0.96,25.0,1070078,2763
Aluwihare_DNA8_bin.20.fa,85.95,0.07,50.0,1506536,18756
Aluwihare_DNA8_bin.200.fa,96.36,0.68,0.0,1855416,29543
Aluwihare_DNA8_bin.202.fa,73.51,1.84,25.0,1311550,5374
Aluwihare_DNA8_bin.204.fa,83.02,1.71,50.0,1896559,35705
Aluwihare_DNA8_bin.205.fa,17.74,0.0,0.0,359050,1964
Aluwihare_DNA8_bin.206.fa,61.46,2.85,50.0,2106748,2696
Aluwihare_DNA8_bin.208.fa,0.0,0.0,0.0,281942,3520
Aluwihare_DNA8_bin.209.fa,72.28,0.53,0.0,1183544,13267
Aluwihare_DNA8_bin.21.fa,89.95,8.86,3.7,2154548,9947
Aluwihare_DNA8_bin.210.fa,97.97,4.19,28.57,3001516,33290
Aluwihare_DNA8_bin.212.fa,79.35,6.71,5.56,1620319,14506
Aluwihare_DNA8_bin.213.fa,90.33,6.58,70.0,2153689,18364
Aluwihare_DNA8_bin.214.fa,36.77,2.78,0.0,1679406,1889
Aluwihare_DNA8_bin.216.fa,82.97,1.93,44.44,2747853,5128
Aluwihare_DNA8_bin.219.fa,86.19,7.69,12.5,3007365,6042
Aluwihare_DNA8_bin.22.fa,67.31,5.6,9.09,1852447,18140
Aluwihare_DNA8_bin.221.fa,20.69,1.72,100.0,1503219,4267
Aluwihare_DNA8_bin.223.fa,91.86,3.1,66.67,2260122,8701
Aluwihare_DNA8_bin.224.fa,0.0,0.0,0.0,210774,34802
Aluwihare_DNA8_bin.225.fa,82.38,1.05,0.0,1294018,22401
Aluwihare_DNA8_bin.226.fa,0.0,0.0,0.0,275169,31170
Aluwihare_DNA8_bin.227.fa,94.69,1.99,6.25,2786668,12917
Aluwihare_DNA8_bin.228.fa,85.52,0.0,0.0,2042127,32134
Aluwihare_DNA8_bin.23.fa,78.33,1.08,50.0,1421004,29123
Aluwihare_DNA8_bin.230.fa,43.64,0.0,0.0,564405,318872
Aluwihare_DNA8_bin.231.fa,69.87,9.25,30.56,2823209,3814
Aluwihare_DNA8_bin.232.fa,93.72,1.32,40.0,4712640,12586
Aluwihare_DNA8_bin.233.fa,77.12,0.05,100.0,1133664,19808
Aluwihare_DNA8_bin.235.fa,26.21,1.72,0.0,1241006,7079
Aluwihare_DNA8_bin.237.fa,95.72,0.66,50.0,1957279,14949
Aluwihare_DNA8_bin.238.fa,0.0,0.0,0.0,304728,11833
Aluwihare_DNA8_bin.24.fa,97.21,0.14,100.0,1912061,36889
Aluwihare_DNA8_bin.240.fa,13.71,0.0,0.0,1124293,2080
Aluwihare_DNA8_bin.242.fa,3.09,0.0,0.0,256065,27130
Aluwihare_DNA8_bin.244.fa,48.39,2.03,0.0,426276,9490
Aluwihare_DNA8_bin.245.fa,60.2,0.0,0.0,675582,45470
Aluwihare_DNA8_bin.246.fa,1.13,0.78,0.0,212789,31071
Aluwihare_DNA8_bin.248.fa,40.61,0.0,0.0,609169,114929
Aluwihare_DNA8_bin.249.fa,97.14,0.0,0.0,2197432,320609
Aluwihare_DNA8_bin.250.fa,0.0,0.0,0.0,209017,7919
Aluwihare_DNA8_bin.252.fa,76.18,0.54,100.0,1259441,8869
Aluwihare_DNA8_bin.253.fa,2.91,0.0,0.0,489067,34689
Aluwihare_DNA8_bin.254.fa,2.23,0.0,0.0,378701,175680
Aluwihare_DNA8_bin.256.fa,17.86,0.0,0.0,362774,3761
Aluwihare_DNA8_bin.259.fa,95.59,2.14,0.0,2755822,22732
Aluwihare_DNA8_bin.26.fa,79.03,0.0,0.0,1406945,31860
Aluwihare_DNA8_bin.261.fa,96.59,1.14,0.0,4646570,26317
Aluwihare_DNA8_bin.263.fa,34.42,0.0,0.0,949475,11581
Aluwihare_DNA8_bin.264.fa,61.21,0.0,0.0,1276741,4812
Aluwihare_DNA8_bin.265.fa,29.26,0.41,0.0,404056,12233
Aluwihare_DNA8_bin.266.fa,3.62,0.0,0.0,201559,4809
Aluwihare_DNA8_bin.267.fa,53.97,1.72,0.0,1467927,6904
Aluwihare_DNA8_bin.268.fa,41.75,0.0,0.0,555957,4569
Aluwihare_DNA8_bin.269.fa,96.62,5.54,0.0,2524869,14041
Aluwihare_DNA8_bin.270.fa,85.88,5.56,12.5,1542129,20226
Aluwihare_DNA8_bin.272.fa,3.37,0.43,0.0,236038,11137
Aluwihare_DNA8_bin.273.fa,0.0,0.0,0.0,311685,18577
Aluwihare_DNA8_bin.275.fa,4.91,0.5,0.0,405049,14714
Aluwihare_DNA8_bin.277.fa,51.49,6.58,7.14,1930501,3191
Aluwihare_DNA8_bin.278.fa,0.0,0.0,0.0,241615,5060
Aluwihare_DNA8_bin.280.fa,1.82,0.07,0.0,364614,5899
Aluwihare_DNA8_bin.282.fa,16.38,0.0,0.0,293359,5149
Aluwihare_DNA8_bin.284.fa,43.18,3.09,16.67,630051,3984
Aluwihare_DNA8_bin.285.fa,0.0,0.0,0.0,438090,39266
Aluwihare_DNA8_bin.286.fa,90.9,7.62,8.33,4110044,5788
Aluwihare_DNA8_bin.288.fa,85.89,4.44,16.67,1962234,13239
Aluwihare_DNA8_bin.289.fa,57.72,1.64,16.67,1122471,28349
Aluwihare_DNA8_bin.29.fa,0.0,0.0,0.0,204090,163309
Aluwihare_DNA8_bin.290.fa,0.0,0.0,0.0,1002396,6520
Aluwihare_DNA8_bin.292.fa,73.82,2.42,50.0,1052158,3213
Aluwihare_DNA8_bin.293.fa,76.39,1.73,0.0,2882230,4277
Aluwihare_DNA8_bin.294.fa,82.57,1.58,33.33,1670649,6742
Aluwihare_DNA8_bin.296.fa,92.44,1.28,0.0,2249682,40489
Aluwihare_DNA8_bin.299.fa,0.0,0.0,0.0,236573,28373
Aluwihare_DNA8_bin.3.fa,32.93,1.62,80.0,671871,2057
Aluwihare_DNA8_bin.30.fa,6.9,0.0,0.0,369111,2074
Aluwihare_DNA8_bin.300.fa,62.15,6.9,50.0,3149137,6280
Aluwihare_DNA8_bin.301.fa,90.45,4.1,45.45,2023710,24468
